edited_name,PrimaryTrebouxiophyceae
Austroparmelina_endoleuca,1
Austroparmelina_labrosa,1
Austroparmelina_macrospora,1
Austroparmelina_pruinata,1
Austroparmelina_pseudorelicina,1
Bulbothrix_apophysata,1
Bulbothrix_coronata,1
Bulbothrix_decurtata,1
Bulbothrix_goebelii,1
Bulbothrix_hypocraea,1
Bulbothrix_isidiza,1
Bulbothrix_laevigatula,1
Bulbothrix_meizospora,1
Bulbothrix_sensibilis,1
Bulbothrix_setschwanensis,1
Bulbothrix_suffixa,1
Bulbothrix_tabacina,1
Canoparmelia_carneopruinata,1
Canoparmelia_caroliniana,1
Canoparmelia_concrescens,1
Canoparmelia_crozalsiana,1
Canoparmelia_ecaperata,1
Canoparmelia_inhaminensis,1
Canoparmelia_nairobiensis,1
Canoparmelia_schelpei,1
Canoparmelia_texana,1
Cetrariastrum_andense,1
Cetrariastrum_dubitans,1
Cetrariastrum_ecuadoriense,1
Cetrelia_braunsiana,1
Cetrelia_cetrarioides,1
Cetrelia_chicitae,1
Cetrelia_japonica,1
Cetrelia_olivetorum,1
Cetrelia_pseudolivetorum,1
Emodomelanelia_masonii,1
Everniastrum_americanum,1
Everniastrum_catawbiense,1
Everniastrum_cirrhatum,1
Everniastrum_lipidiferum,1
Everniastrum_nepalense,1
Everniastrum_rhizodendroideum,1
Everniastrum_sorocheilum,1
Everniastrum_vexans,1
Flavoparmelia_baltimorensis,1
Flavoparmelia_caperata,1
Flavoparmelia_citrinescens,1
Flavoparmelia_euplecta,1
Flavoparmelia_ferax,1
Flavoparmelia_haysomii,1
Flavoparmelia_haywardiana,1
Flavoparmelia_marchantii,1
Flavoparmelia_papillosa,1
Flavoparmelia_rutidota,1
Flavoparmelia_secalonica,1
Flavoparmelia_soredians,1
Flavoparmelia_springtonensis,1
Flavoparmelia_subambigua,1
Flavopunctelia_borrerioides,1
Flavopunctelia_flaventior,1
Flavopunctelia_soredica,1
Hypotrachyna_adducta,1
Hypotrachyna_afrorevoluta,1
Hypotrachyna_booralensis,1
Hypotrachyna_brasiliana,1
Hypotrachyna_britannica,1
Hypotrachyna_caraccensis,1
Hypotrachyna_ciliata,1
Hypotrachyna_dactylifera,1
Hypotrachyna_degelii,1
Hypotrachyna_endochlora,1
Hypotrachyna_exsecta,1
Hypotrachyna_fissicarpa,1
Hypotrachyna_flexilis,1
Hypotrachyna_imbricatula,1
Hypotrachyna_immaculata,1
Hypotrachyna_koyaensis,1
Hypotrachyna_laevigata,1
Hypotrachyna_leiophylla,1
Hypotrachyna_livida,1
Hypotrachyna_neodissecta,1
Hypotrachyna_osseoalba,1
Hypotrachyna_physcioides,1
Hypotrachyna_polydactyla,1
Hypotrachyna_pseudosinuosa,1
Hypotrachyna_radiculata,1
Hypotrachyna_reducens,1
Hypotrachyna_revoluta,1
Hypotrachyna_rockii,1
Hypotrachyna_showmanii,1
Hypotrachyna_sinuosa,1
Hypotrachyna_taylorensis,1
Karoowia_adhaerens,1
Karoowia_perspersa,1
Karoowia_ralla,1
Karoowia_scitula,1
Melanelixia_albertana,1
Melanelixia_californica,1
Melanelixia_calva,1
Melanelixia_fuliginosa,1
Melanelixia_glabra,1
Melanelixia_glabratuloides,1
Melanelixia_glabroides,1
Melanelixia_piliferella,1
Melanelixia_subargentifera,1
Melanelixia_subaurifera,1
Melanelixia_subglabra,1
Melanelixia_villosella,1
Melanohalea_elegantula,1
Melanohalea_exasperata,1
Melanohalea_exasperatula,1
Melanohalea_gomukhensis,1
Melanohalea_halei,1
Melanohalea_infumata,1
Melanohalea_laciniatula,1
Melanohalea_lobulata,1
Melanohalea_multispora,1
Melanohalea_olivacea,1
Melanohalea_poeltii,1
Melanohalea_septentrionalis,1
Melanohalea_subelegantula,1
Melanohalea_subexasperata,1
Melanohalea_subolivacea,1
Melanohalea_trabeculata,1
Montanelia_disjuncta,1
Montanelia_panniformis,1
Montanelia_sorediata,1
Montanelia_tominii,1
Myelochroa_aurulenta,1
Myelochroa_entotheiochroa,1
Myelochroa_galbina,1
Myelochroa_indica,1
Myelochroa_irrugans,1
Myelochroa_metarevoluta,1
Namakwa_exornata,1
Nesolechia_oxyspora,1
Nipponoparmelia_laevior,1
Nipponoparmelia_ricasolioides,1
Parmelaria_subthomsonii,1
Parmelia_adaugescens,1
Parmelia_barrenoae,1
Parmelia_cochleata,1
Parmelia_crambidiocarpa,1
Parmelia_cunninghamii,1
Parmelia_discordans,1
Parmelia_encryptata,1
Parmelia_ernstiae,1
Parmelia_erumpens,1
Parmelia_fertilis,1
Parmelia_lindmanii,1
Parmelia_mayi,1
Parmelia_omphalodes,1
Parmelia_pinnatifida,1
Parmelia_pseudolaevior,1
Parmelia_pseudotenuirima,1
Parmelia_saxatilis,1
Parmelia_serrana,1
Parmelia_signifera,1
Parmelia_skultii,1
Parmelia_squarrosa,1
Parmelia_submontana,1
Parmelia_subtestacea,1
Parmelia_sulcata,1
Parmelia_tenuirima,1
Parmelina_atricha,1
Parmelina_carporrhizans,1
Parmelina_coleae,1
Parmelina_cryptotiliacea,1
Parmelina_pastillifera,1
Parmelina_quercina,1
Parmelina_tiliacea,1
Parmelinella_wallichiana,1
Parmelinopsis_cryptochlora,1
Parmelinopsis_horrescens,1
Parmelinopsis_minarum,1
Parmelinopsis_neodamaziana,1
Parmelinopsis_subfatiscens,1
Parmelinopsis_swinscowii,1
Parmeliopsis_ambigua,1
Parmeliopsis_hyperopta,1
Parmotrema_andinum,1
Parmotrema_austrosinense,1
Parmotrema_cetratum,1
Parmotrema_clavuliferum,1
Parmotrema_consors,1
Parmotrema_crinitum,1
Parmotrema_endosulphureum,1
Parmotrema_fistulatum,1
Parmotrema_haitiense,1
Parmotrema_hypoleucinum,1
Parmotrema_internexum,1
Parmotrema_margaritatum,1
Parmotrema_nilgherrense,1
Parmotrema_norsticticatum,1
Parmotrema_perforatum,1
Parmotrema_perlatum,1
Parmotrema_pilosum,1
Parmotrema_praesorediosum,1
Parmotrema_pseudoreticulatum,1
Parmotrema_pseudotinctorum,1
Parmotrema_reticulatum,1
Parmotrema_robustum,1
Parmotrema_subcaperatum,1
Parmotrema_subtinctorium,1
Parmotrema_tinctorum,1
Parmotrema_xanthinum,1
Pleurosticta_acetabulum,1
Punctelia_borreri,1
Punctelia_caseana,1
Punctelia_hypoleucites,1
Punctelia_jeckeri,1
Punctelia_missouriensis,1
Punctelia_perreticulata,1
Punctelia_pseudocoralloidea,1
Punctelia_reddenda,1
Punctelia_rudecta,1
Punctelia_stictica,1
Punctelia_subflava,1
Punctelia_subpraesignis,1
Punctelia_subrudecta,1
Punctelia_ulophylla,1
Relicina_abstrusa,1
Relicina_subnigra,1
Relicina_sydneyensis,1
Relicinopsis_intertexta,1
Relicinopsis_malaccensis,1
Remototrachyna_awasthii,1
Remototrachyna_costaricensis,1
Remototrachyna_crenata,1
Remototrachyna_dodapetta,1
Remototrachyna_incognita,1
Remototrachyna_infirma,1
Remototrachyna_kingii,1
Remototrachyna_rhabdiformis,1
Remototrachyna_scytophylla,1
Xanthomaculina_hottentotta,1
Xanthoparmelia_aliphaticella,1
Xanthoparmelia_amplexula,1
Xanthoparmelia_angustiphylla,1
Xanthoparmelia_atroviridis,1
Xanthoparmelia_atticoides,1
Xanthoparmelia_bibax,1
Xanthoparmelia_brachinaensis,1
Xanthoparmelia_californica,1
Xanthoparmelia_caliginosa,1
Xanthoparmelia_camtschadalis,1
Xanthoparmelia_chalybaeizans,1
Xanthoparmelia_chlorea,1
Xanthoparmelia_chlorochroa,1
Xanthoparmelia_coloradoensis,1
Xanthoparmelia_competita,1
Xanthoparmelia_condyloides,1
Xanthoparmelia_conspersa,1
Xanthoparmelia_convolutella,1
Xanthoparmelia_cordillerana,1
Xanthoparmelia_crespoae,1
Xanthoparmelia_cumberlandia,1
Xanthoparmelia_dayiana,1
Xanthoparmelia_delisei,1
Xanthoparmelia_dierythra,1
Xanthoparmelia_digitiformis,1
Xanthoparmelia_fissurina,1
Xanthoparmelia_flindersiana,1
Xanthoparmelia_fumigata,1
Xanthoparmelia_glabrans,1
Xanthoparmelia_greytonensis,1
Xanthoparmelia_hueana,1
Xanthoparmelia_hypofusca,1
Xanthoparmelia_hypoleiella,1
Xanthoparmelia_hypoprotocetrarica,1
Xanthoparmelia_ianthina,1
Xanthoparmelia_idahoensis,1
Xanthoparmelia_imitatrix,1
Xanthoparmelia_incrustata,1
Xanthoparmelia_isidiigera,1
Xanthoparmelia_isidiovagans,1
Xanthoparmelia_lavicola,1
Xanthoparmelia_lineella,1
Xanthoparmelia_lineola,1
Xanthoparmelia_lipochlorochroa,1
Xanthoparmelia_lithophila,1
Xanthoparmelia_lithophiloides,1
Xanthoparmelia_loxodes,1
Xanthoparmelia_luteonotata,1
Xanthoparmelia_mexicana,1
Xanthoparmelia_mougeotii,1
Xanthoparmelia_murina,1
Xanthoparmelia_neochlorochroa,1
Xanthoparmelia_neopropaguloides,1
Xanthoparmelia_neoquintaria,1
Xanthoparmelia_neorimalis,1
Xanthoparmelia_neotinctina,1
Xanthoparmelia_neotumidosa,1
Xanthoparmelia_neowyomingica,1
Xanthoparmelia_norcapnodes,1
Xanthoparmelia_norchlorochroa,1
Xanthoparmelia_notata,1
Xanthoparmelia_ovealmbornii,1
Xanthoparmelia_patagonica,1
Xanthoparmelia_perezdepazii,1
Xanthoparmelia_perfissa,1
Xanthoparmelia_perrugata,1
Xanthoparmelia_pertinax,1
Xanthoparmelia_plittii,1
Xanthoparmelia_pokornyi,1
Xanthoparmelia_protomatrae,1
Xanthoparmelia_pseudoglabrans,1
Xanthoparmelia_psoromifera,1
Xanthoparmelia_pulla,1
Xanthoparmelia_pulloides,1
Xanthoparmelia_pulvinaris,1
Xanthoparmelia_quintarioides,1
Xanthoparmelia_reptans,1
Xanthoparmelia_ryssolea,1
Xanthoparmelia_saxeti,1
Xanthoparmelia_scotophylla,1
Xanthoparmelia_semiviridis,1
Xanthoparmelia_sigillata,1
Xanthoparmelia_squamans,1
Xanthoparmelia_stenophylla,1
Xanthoparmelia_subamplexuloides,1
Xanthoparmelia_subchalybaeizans,1
Xanthoparmelia_subcrustacea,1
Xanthoparmelia_subdiffluens,1
Xanthoparmelia_subdomokosii,1
Xanthoparmelia_subhosseana,1
Xanthoparmelia_subimitatrix,1
Xanthoparmelia_subincerta,1
Xanthoparmelia_sublaevis,1
Xanthoparmelia_subprolixa,1
Xanthoparmelia_subspodochroa,1
Xanthoparmelia_substrigosa,1
Xanthoparmelia_subverrucigera,1
Xanthoparmelia_tasmanica,1
Xanthoparmelia_tegeta,1
Xanthoparmelia_tentaculina,1
Xanthoparmelia_tinctina,1
Xanthoparmelia_tortula,1
Xanthoparmelia_torulosa,1
Xanthoparmelia_transvaalensis,1
Xanthoparmelia_tzaneenensis,1
Xanthoparmelia_vagans,1
Xanthoparmelia_verisidiosa,1
Xanthoparmelia_verrucella,1
Xanthoparmelia_verrucigera,1
Xanthoparmelia_verruculifera,1
Xanthoparmelia_versicolor,1
Xanthoparmelia_vicentei,1
Xanthoparmelia_viriduloumbrina,1
Xanthoparmelia_wyomingica,1
Xanthoparmelia_xanthomelaena,1
Phacopsis_huuskonenii,1
Phacopsis_vulpina,1
Platismatia_erosa,1
Platismatia_glauca,1
Platismatia_herrei,1
Platismatia_norvegica,1
Platismatia_stenophylla,1
Platismatia_tuckermanii,1
Protoparmelia_badia,1
Protoparmelia_montagnei,1
Protoparmelia_ochrococca,1
Protoparmelia_picea,1
Protoparmelia_psarophana,1
Protousnea_magellanica,1
Pseudephebe_minuscula,1
Pseudephebe_pubescens,1
Pseudevernia_cladonia,1
Pseudevernia_consocians,1
Pseudevernia_furfuracea,1
Pseudevernia_intensa,1
Psiloparmelia_denotata,1
Psiloparmelia_distincta,1
Sulcaria_isidiifera,1
Sulcaria_sulcata,1
Sulcaria_virens,1
Usnea_acanthella,1
Usnea_aciculifera,1
Usnea_acromelana,1
Usnea_angulata,1
Usnea_antarctica,1
Usnea_arizonica,1
Usnea_articulata,1
Usnea_aurantiacoatra,1
Usnea_baileyi,1
Usnea_barbata,1
Usnea_bismolliuscula,1
Usnea_brasiliensis,1
Usnea_ceratina,1
Usnea_chaetophora,1
Usnea_ciliata,1
Usnea_cornuta,1
Usnea_crocata,1
Usnea_dasaea,1
Usnea_diffracta,1
Usnea_diplotypa,1
Usnea_durietzii,1
Usnea_erinacea,1
Usnea_esperantiana,1
Usnea_filipendula,1
Usnea_flammea,1
Usnea_flavocardia,1
Usnea_florida,1
Usnea_fragilescens,1
Usnea_fulvoreagens,1
Usnea_glabrata,1
Usnea_glabrescens,1
Usnea_himalayana,1
Usnea_hirta,1
Usnea_intermedia,1
Usnea_intumescens,1
Usnea_lambii,1
Usnea_lapponica,1
Usnea_longissima,1
Usnea_malmei,1
Usnea_merrillii,1
Usnea_mutabilis,1
Usnea_nidifica,1
Usnea_nipparensis,1
Usnea_orientalis,1
Usnea_pangiana,1
Usnea_patagonica,1
Usnea_pectinata,1
Usnea_perhispidella,1
Usnea_perpusilla,1
Usnea_pygmoidea,1
Usnea_rigida,1
Usnea_rubicunda,1
Usnea_rubricornuta,1
Usnea_rubrotincta,1
Usnea_silesiaca,1
Usnea_sphacelata,1
Usnea_steineri,1
Usnea_strigosa,1
Usnea_subantarctica,1
Usnea_subcapillaris,1
Usnea_subcornuta,1
Usnea_subdasaea,1
Usnea_subfloridana,1
Usnea_subrubicunda,1
Usnea_substerilis,1
Usnea_trachycarpa,1
Usnea_trichodeoides,1
Usnea_ushuaiensis,1
Usnea_wasmuthii,1
Bacidia_trachona,1
Bapalmuia_palmularis,1
Byssolecania_variabilis,1
Byssoloma_leucoblepharum,1
Byssoloma_marginatum,1
Byssoloma_meadii,1
Byssoloma_subdiscordans,1
Calopadia_foliicola,1
Calopadia_lecanorella,1
Calopadia_subcoerulescens,1
Catillaria_contristans,1
Fellhanera_bouteillei,1
Fellhanera_subtilis,1
Fellhanera_viridisorediata,1
Fellhaneropsis_myrtillicola,1
Fellhaneropsis_vezdae,1
Lasioloma_arachnoideum,1
Micarea_adnata,1
Micarea_alabastrites,1
Micarea_assimilata,1
Micarea_botryoides,1
Micarea_byssacea,1
Micarea_cinerea,1
Micarea_clavopycnidiata,1
Micarea_coppinsii,1
Micarea_deminuta,1
Micarea_denigrata,1
Micarea_doliiformis,1
Micarea_elachista,1
Micarea_erratica,1
Micarea_eximia,1
Micarea_flagellispora,1
Micarea_hedlundii,1
Micarea_lapillicola,1
Micarea_leprosula,1
Micarea_lignaria,1
Micarea_lithinella,1
Micarea_lynceola,1
Micarea_magellanica,1
Micarea_marginata,1
Micarea_melaena,1
Micarea_micrococca,1
Micarea_misella,1
Micarea_myriocarpa,1
Micarea_nigella,1
Micarea_nitschkeana,1
Micarea_nowakii,1
Micarea_paratropa,1
Micarea_peliocarpa,1
Micarea_prasina,1
Micarea_prasinella,1
Micarea_pycnidiophora,1
Micarea_stipitata,1
Micarea_subnigrata,1
Micarea_subviridescens,1
Micarea_synotheoides,1
Micarea_tomentosa,1
Micarea_turfosa,1
Micarea_viridileprosa,1
Micarea_xanthonica,1
Nelsenium_usnicum,1
Schadonia_fecunda,1
Sporopodium_antoninianum,1
Szczawinskia_leucopoda,1
Szczawinskia_tsugae,1
Protomicarea_limosa,1
Protoparmelia_atriseda,1
Protoparmelia_cupreobadia,1
Protoparmelia_phaeonesos,1
Psilolechia_clavulifera,1
Psilolechia_leprosa,1
Psilolechia_lucida,1
Micarea_bauschiana,1
Micarea_lutulata,1
Micarea_sylvicola,1
Micarea_tuberculata,1
Protoblastenia_aurata,1
Protoblastenia_calva,1
Protoblastenia_calvella,1
Protoblastenia_cyclospora,1
Protoblastenia_incrustans,1
Protoblastenia_laeta,1
Protoblastenia_lilacina,1
Protoblastenia_rupestris,1
Protoblastenia_siebenhaariana,1
Protoblastenia_terricola,1
Psora_brunneocarpa,1
Psora_californica,1
Psora_cerebriformis,1
Psora_crenata,1
Psora_decipiens,1
Psora_globifera,1
Psora_himalayana,1
Psora_hyporubescens,1
Psora_indigirkae,1
Psora_nipponica,1
Psora_nitida,1
Psora_pacifica,1
Psora_peninsularis,1
Psora_pruinosa,1
Psora_rubiformis,1
Psora_russellii,1
Psora_tenuifolia,1
Psora_testacea,1
Psora_tuckermanii,1
Psora_vallesiaca,1
Psorula_rufonigra,1
Puttea_margaritella,1
Arthrosporum_populorum,1
Bacidia_absistens,1
Bacidia_arceutina,1
Bacidia_auerswaldii,1
Bacidia_bagliettoana,1
Bacidia_biatorina,1
Bacidia_caligans,1
Bacidia_circumspecta,1
Bacidia_diffracta,1
Bacidia_fraxinea,1
Bacidia_fuscoviridis,1
Bacidia_hemipolia,1
Bacidia_hostheleoides,1
Bacidia_lutescens,1
Bacidia_medialis,1
Bacidia_polychroa,1
Bacidia_rosella,1
Bacidia_rubella,1
Bacidia_schweinitzii,1
Bacidia_scopulicola,1
Bacidia_sipmanii,1
Bacidia_subincompta,1
Bacidia_suffusa,1
Bacidia_vermifera,1
Bacidina_adastra,1
Bacidina_arnoldiana,1
Bacidina_chloroticula,1
Bacidina_delicata,1
Bacidina_egenula,1
Bacidina_flavoleprosa,1
Bacidina_neosquamulosa,1
Bacidina_phacodes,1
Bacidina_ramea,1
Bacidina_sulphurella,1
Biatora_beckhausii,1
Biatora_britannica,1
Biatora_carneoalbida,1
Biatora_chrysantha,1
Biatora_efflorescens,1
Biatora_fallax,1
Biatora_globulosa,1
Biatora_helvola,1
Biatora_hertelii,1
Biatora_hypophaea,1
Biatora_ligni_mollis,1
Biatora_meiocarpa,1
Biatora_ocelliformis,1
Biatora_pallens,1
Biatora_pseudohelvola,1
Biatora_sphaeroides,1
Biatora_sphaeroidiza,1
Biatora_subduplex,1
Biatora_toensbergii,1
Biatora_vernalis,1
Biatora_veteranorum,1
Bilimbia_lobulata,1
Bilimbia_microcarpa,1
Bilimbia_sabuletorum,1
Catillaria_corymbosa,1
Catillaria_scotinodes,1
Cliostomum_corrugatum,1
Cliostomum_griffithii,1
Cliostomum_tenerum,1
Crocynia_gossypina,1
Crocynia_pyxinoides,1
Lecania_aipospila,1
Lecania_atrynoides,1
Lecania_baeomma,1
Lecania_chlorotiza,1
Lecania_croatica,1
Lecania_cyrtella,1
Lecania_cyrtellina,1
Lecania_dubitans,1
Lecania_erysibe,1
Lecania_falcata,1
Lecania_furfuracea,1
Lecania_fuscella,1
Lecania_gerlachei,1
Lecania_glauca,1
Lecania_hutchinsiae,1
Lecania_inundata,1
Lecania_leprosa,1
Lecania_naegelii,1
Lecania_nylanderiana,1
Lecania_prasinoides,1
Lecania_proteiformis,1
Lecania_rabenhorstii,1
Lecania_racovitzae,1
Lecania_sambucina,1
Lecania_sylvestris,1
Lecania_turicensis,1
Lecidea_sphaerella,1
Lopezaria_versicolor,1
Megalaria_grossa,1
Megalaria_laureri,1
Megalaria_pulverea,1
Mycobilimbia_epixanthoides,1
Mycobilimbia_fissuriseda,1
Mycobilimbia_pilularis,1
Mycobilimbia_tetramera,1
Niebla_cephalota,1
Niebla_ceruchis,1
Niebla_combeoides,1
Niebla_homalea,1
Niebla_laevigata,1
Niebla_procera,1
Niebla_robusta,1
Ramalina_almquistii,1
Ramalina_americana,1
Ramalina_arabum,1
Ramalina_aspera,1
Ramalina_azorica,1
Ramalina_bourgaeana,1
Ramalina_breviuscula,1
Ramalina_calicaris,1
Ramalina_canariensis,1
Ramalina_capitata,1
Ramalina_celastri,1
Ramalina_chondrina,1
Ramalina_complanata,1
Ramalina_conduplicans,1
Ramalina_confirmata,1
Ramalina_cribrosa,1
Ramalina_crispatula,1
Ramalina_culbersoniorum,1
Ramalina_cupularis,1
Ramalina_decipiens,1
Ramalina_digitellata,1
Ramalina_erosa,1
Ramalina_exilis,1
Ramalina_farinacea,1
Ramalina_fastigiata,1
Ramalina_fraxinea,1
Ramalina_geniculata,1
Ramalina_glaucescens,1
Ramalina_hamulosa,1
Ramalina_hierrensis,1
Ramalina_huei,1
Ramalina_implectens,1
Ramalina_intermedia,1
Ramalina_lacera,1
Ramalina_leiodea,1
Ramalina_leptocarpha,1
Ramalina_litoralis,1
Ramalina_maciformis,1
Ramalina_maderensis,1
Ramalina_menziesii,1
Ramalina_minuscula,1
Ramalina_mollis,1
Ramalina_montagnei,1
Ramalina_nodosa,1
Ramalina_obtusata,1
Ramalina_pacifica,1
Ramalina_paludosa,1
Ramalina_panizzei,1
Ramalina_pertusa,1
Ramalina_peruviana,1
Ramalina_pitardii,1
Ramalina_pluviariae,1
Ramalina_pollinaria,1
Ramalina_polymorpha,1
Ramalina_portosantana,1
Ramalina_portuensis,1
Ramalina_pusilla,1
Ramalina_requienii,1
Ramalina_roesleri,1
Ramalina_rosacea,1
Ramalina_rubrotincta,1
Ramalina_sekika,1
Ramalina_siliquosa,1
Ramalina_sinensis,1
Ramalina_stevensiae,1
Ramalina_subbreviuscula,1
Ramalina_subfarinacea,1
Ramalina_subgeniculata,1
Ramalina_subpusilla,1
Ramalina_subwebbiana,1
Ramalina_terebrata,1
Ramalina_tortuosa,1
Ramalina_webbii,1
Ramalina_wirthii,1
Ramalina_yasudae,1
Ramalinopsis_mannii,1
Rolfidium_coccocarpioides,1
Scutula_krempelhuberi,1
Scutula_miliaris,0
Thamnolecania_brialmontii,1
Toninia_alutacea,1
Toninia_aromatica,1
Toninia_candida,1
Toninia_cinereovirens,1
Toninia_coelestina,1
Toninia_lutosa,1
Toninia_nordlandica,1
Toninia_opuntioides,1
Toninia_pennina,1
Toninia_philippea,1
Toninia_plumbina,0
Toninia_rosulata,1
Toninia_ruginosa,1
Toninia_sculpturata,1
Toninia_sedifolia,1
Toninia_squalida,1
Toninia_talparum,1
Toninia_taurica,1
Toninia_toniniana,1
Toninia_verrucarioides,1
Trichoramalina_crinita,1
Trichoramalina_melanothrix,1
Tylothallia_biformigera,1
Waynea_californica,1
Lecidea_haematites,1
Pyrrhospora_arandensis,1
Pyrrhospora_laeta,1
Pyrrhospora_petraeoides,1
Pyrrhospora_russula,1
Pyrrhospora_sanguinolenta,1
Ramboldia_brunneocarpa,1
Ramboldia_stuartii,1
Scoliciosporum_chlorococcum,1
Scoliciosporum_intrusum,1
Scoliciosporum_umbrinum,1
Austropeltum_glareosum,1
Bunodophoron_australe,1
Bunodophoron_melanocarpum,1
Bunodophoron_scrobiculatum,1
Leifidium_tenerum,1
Neophyllis_melacarpa,1
Sphaerophorus_fragilis,1
Sphaerophorus_globosus,1
Sphaerophorus_stereocauloides,1
Herteliana_taylorii,1
Squamarina_cartilaginea,1
Squamarina_gypsacea,1
Squamarina_lentigera,1
Lepraria_atlantica,1
Lepraria_atrotomentosa,1
Lepraria_bergensis,1
Lepraria_borealis,1
Lepraria_cacuminum,1
Lepraria_caesiella,1
Lepraria_caesioalba,1
Lepraria_celata,1
Lepraria_crassissima,1
Lepraria_cryophila,1
Lepraria_diffusa,1
Lepraria_eburnea,1
Lepraria_elobata,1
Lepraria_finkii,1
Lepraria_friabilis,1
Lepraria_granulata,1
Lepraria_harrisiana,1
Lepraria_hodkinsoniana,1
Lepraria_humida,1
Lepraria_incana,1
Lepraria_isidiata,1
Lepraria_jackii,1
Lepraria_lanata,1
Lepraria_larrainiana,1
Lepraria_leprolomopsis,1
Lepraria_lobificans,1
Lepraria_membranacea,1
Lepraria_neglecta,1
Lepraria_nivalis,1
Lepraria_normandinoides,1
Lepraria_nylanderiana,1
Lepraria_oxybapha,1
Lepraria_pacifica,1
Lepraria_rigidula,1
Lepraria_santosii,1
Lepraria_subalbicans,1
Lepraria_sylvicola,1
Lepraria_toensbergiana,1
Lepraria_umbricola,1
Lepraria_vouauxii,1
Lepraria_xerophila,1
Lepraria_yunnaniana,1
Stereocaulon_alpestre,1
Stereocaulon_alpinum,1
Stereocaulon_arcticum,1
Stereocaulon_atlanticum,1
Stereocaulon_azoreum,1
Stereocaulon_botryosum,1
Stereocaulon_coniophyllum,1
Stereocaulon_corticatulum,1
Stereocaulon_cumulatum,1
Stereocaulon_curtatum,1
